AAcomp_A,AAcomp_R,AAcomp_N,AAcomp_D,AAcomp_C,AAcomp_Q,AAcomp_E,AAcomp_G,AAcomp_H,AAcomp_I,AAcomp_L,AAcomp_K,AAcomp_M,AAcomp_F,AAcomp_P,AAcomp_S,AAcomp_T,AAcomp_W,AAcomp_Y,AAcomp_V,AAindex_ARGP820101_avg,AAindex_BULH740101_avg,AAindex_CHAM820102_avg,AAindex_CIDH920105_avg,AAindex_EISD840101_avg,AAindex_EISD860101_avg,AAindex_EISD860102_avg,AAindex_EISD860103_avg,AAindex_FAUJ830101_avg,AAindex_GOLD730101_avg,AAindex_GUYH850101_avg,AAindex_HOPT810101_avg,AAindex_JANJ790102_avg,AAindex_JOND750101_avg,AAindex_KYTJ820101_avg,AAindex_LAWE840101_avg,AAindex_LEVM760101_avg,AAindex_MANP780101_avg,AAindex_MIYS850101_avg,AAindex_NOZY710101_avg,AAindex_OOBM770101_avg,AAindex_OOBM770102_avg,AAindex_OOBM770103_avg,AAindex_OOBM770104_avg,AAindex_OOBM770105_avg,AAindex_OOBM850103_avg,AAindex_OOBM850104_avg,AAindex_PONP800101_avg,AAindex_PONP800102_avg,AAindex_PONP800103_avg,AAindex_PRAM900101_avg,AAindex_RADA880101_avg,AAindex_RADA880102_avg,AAindex_RADA880103_avg,AAindex_RADA880104_avg,AAindex_RADA880105_avg,AAindex_ROBB790101_avg,AAindex_ROSM880101_avg,AAindex_ROSM880102_avg,AAindex_SIMZ760101_avg,AAindex_SWER830101_avg,AAindex_VHEG790101_avg,AAindex_WERD780102_avg,AAindex_WERD780103_avg,AAindex_WERD780104_avg,AAindex_YUTK870101_avg,AAindex_YUTK870102_avg,AAindex_YUTK870103_avg,AAindex_YUTK870104_avg,AAindex_ZIMJ680101_avg,AAindex_PONP930101_avg,AAindex_WILM950101_avg,AAindex_WILM950102_avg,AAindex_WILM950103_avg,AAindex_WILM950104_avg,AAindex_KUHL950101_avg,AAindex_JURD980101_avg,AAindex_WOLR790101_avg,AAindex_KIDA850101_avg,AAindex_COWR900101_avg,AAindex_BLAS910101_avg,AAindex_CASG920101_avg,AAindex_ENGD860101_avg,AAindex_FASG890101_avg,class
0.1092,0.2031,0.2085,0.267,0.1116,0.2214,0.3071,0.2931,0.1051,0.3949,0.6833,0.1897,0.2339,0.5603,0.2267,0.3497,0.2841,0,0.3721,0.3186,0.6779,0.5271,0.5822,0.6565,0.6478,0.6846,0.2958,0.6269,0.6726,0.7186,0.2793,0.262,0.6585,0.6779,0.6353,0.8181,0.268,0.6473,0.6795,0.5179,0.3552,0.4503,0.3331,0.2457,0.2819,0.5495,0.4271,0.6592,0.6697,0.6842,0.3197,0.6314,0.699,0.4974,0.48,0.608,0.7248,0.5239,0.5501,0.7266,0.7691,0.3318,0.2675,0.6583,0.5952,0.6767,0.7451,0.6566,0.8073,0.4527,0.656,0.7793,0.7807,0.5327,0.5916,0.3644,0.6473,0.6249,0.3356,0.6514,0.6743,0.6278,0.3195,0.3108,F
0.381,0.1844,0.1527,0.4286,0.1116,0.2259,0.3137,0.376,0.1432,0.4034,0.3457,0.2422,0.2339,0.3669,0.2267,0.3978,0.4561,0.0815,0.4163,0.2531,0.5723,0.5271,0.4768,0.4914,0.483,0.5915,0.296,0.51,0.5233,0.5509,0.44,0.3854,0.5829,0.5729,0.525,0.6478,0.3846,0.467,0.5086,0.5179,0.411,0.3695,0.4612,0.4448,0.488,0.4488,0.5179,0.4992,0.5067,0.5426,0.3803,0.5454,0.5895,0.5625,0.5873,0.6416,0.501,0.4351,0.5501,0.4966,0.5879,0.4407,0.3237,0.5344,0.5427,0.5506,0.5616,0.7999,0.8062,0.56,0.5129,0.5173,0.5321,0.5288,0.3962,0.4727,0.4614,0.59,0.4349,0.5283,0.5447,0.5279,0.3801,0.4936,C
0.381,0.1927,0.2085,0.5309,0.1116,0.2214,0.4239,0.4945,0.3324,0.3075,0.3259,0.255,0.2476,0.5455,0.1478,0.308,0.3596,0,0.5046,0.2016,0.4954,0.5271,0.6897,0.4914,0.5046,0.495,0.3523,0.408,0.4511,0.4304,0.4295,0.454,0.5393,0.495,0.4642,0.513,0.4717,0.4254,0.4746,0.5508,0.4424,0.4738,0.4891,0.3689,0.3813,0.4488,0.6428,0.4806,0.4906,0.5016,0.4925,0.4457,0.5067,0.4974,0.5121,0.535,0.501,0.5239,0.5694,0.4966,0.5569,0.5311,0.3651,0.5959,0.5382,0.4697,0.5266,0.7886,0.7852,0.4991,0.4707,0.4868,0.5099,0.5262,0.3383,0.5596,0.4282,0.484,0.4899,0.4487,0.4354,0.5136,0.4923,0.4991,C
0.381,0.1054,0.3608,0.3563,0.0202,0.4649,0.3803,0.2155,0.0409,0.402,0.4385,0.4522,0.1958,0.2517,0.091,0.3032,0.553,0.0311,0.2069,0.1757,0.3752,0.5823,0.502,0.3844,0.4283,0.4375,0.4132,0.3644,0.3622,0.4529,0.5686,0.5116,0.4103,0.3761,0.4065,0.3478,0.5518,0.4661,0.4746,0.451,0.4424,0.4446,0.6688,0.5329,0.4716,0.4584,0.3491,0.4953,0.5067,0.3604,0.5357,0.4492,0.5162,0.4974,0.4467,0.535,0.3814,0.5239,0.6335,0.4093,0.4503,0.4681,0.532,0.5341,0.4778,0.4697,0.6159,0.8739,0.8803,0.3904,0.4156,0.4453,0.472,0.3815,0.4924,0.6287,0.4614,0.4664,0.654,0.3544,0.3944,0.3737,0.5353,0.6222,F
0.381,0.1693,0.4634,0.2479,0,0.2214,0.3584,0.4397,0.1576,0.3118,0.2612,0.3675,0.2796,0.5603,0.1898,0.503,0.3653,0.1595,0.3042,0.1726,0.5851,0.4234,0.5006,0.5693,0.5432,0.4792,0.3396,0.4625,0.5051,0.6279,0.4221,0.3009,0.5402,0.586,0.4573,0.6576,0.3322,0.4287,0.4746,0.6416,0.474,0.5466,0.4402,0.332,0.3945,0.4683,0.4147,0.4953,0.5067,0.4992,0.371,0.5219,0.6677,0.4974,0.48,0.4923,0.5922,0.4602,0.5501,0.4966,0.5198,0.3772,0.6193,0.8099,0.5927,0.5173,0.5445,0.7954,0.8118,0.4527,0.5118,0.4446,0.5318,0.4639,0.4136,0.4489,0.4632,0.526,0.446,0.4487,0.583,0.5907,0.3709,0.5043,F
0.3086,0.2386,0.1932,0.1848,0.1139,0.1949,0.25,0.373,0.2315,0.3118,0.4732,0.1775,0.2339,0.6076,0.1501,0.4527,0.447,0.1874,0.3042,0.3146,0.628,0.3109,0.4818,0.4914,0.698,0.7216,0.2768,0.6881,0.687,0.62,0.2288,0.2157,0.7368,0.6281,0.4642,0.7026,0.2433,0.6621,0.4746,0.7342,0.2468,0.3333,0.2526,0.2798,0.3849,0.4488,0.2819,0.6942,0.7128,0.7396,0.2242,0.6694,0.7211,0.4659,0.6155,0.6242,0.501,0.3156,0.323,0.648,0.7667,0.5351,0.3665,0.686,0.7544,0.6403,0.6476,0.7508,0.7563,0.594,0.7088,0.4446,0.7811,0.5457,0.5568,0.3131,0.4614,0.4924,0.3111,0.6277,0.6801,0.7498,0.224,0.2985,F
0.381,0.1909,0.1686,0.3995,0.125,0.2138,0.3823,0.376,0.2117,0.1468,0.2511,0.191,0.4053,0.1389,0.3293,0.2353,0.5231,0.1286,0.3042,0.3635,0.3889,0.5271,0.4704,0.4048,0.483,0.4792,0.2494,0.4491,0.4261,0.3654,0.5181,0.4344,0.5402,0.495,0.4358,0.5166,0.4306,0.4023,0.3906,0.5179,0.4424,0.2419,0.5189,0.6071,0.6599,0.3351,0.6996,0.4953,0.5067,0.4945,0.4153,0.5004,0.5067,0.4974,0.48,0.6572,0.3961,0.5239,0.5622,0.4966,0.4451,0.5206,0.3088,0.4636,0.5095,0.4199,0.4391,0.7976,0.7922,0.3639,0.5118,0.3352,0.3746,0.5438,0.1614,0.5322,0.4264,0.5823,0.4822,0.4503,0.4469,0.4837,0.4152,0.5678,F
0.4303,0.2371,0.192,0.49,0.1812,0.2131,0.3749,0.4754,0.184,0.1242,0.3822,0.3461,0.2285,0.2992,0.2267,0.3497,0.237,0.1863,0.3104,0.31,0.4718,0.5271,0.5347,0.4427,0.4634,0.4467,0.3812,0.4209,0.4062,0.4238,0.5143,0.5044,0.5006,0.4729,0.4642,0.4848,0.5183,0.411,0.4746,0.4803,0.4424,0.3802,0.5534,0.499,0.5146,0.4488,0.563,0.4953,0.4481,0.4595,0.5254,0.4493,0.4813,0.5579,0.5186,0.5951,0.4194,0.5224,0.5821,0.4966,0.47,0.5495,0.3456,0.4847,0.4727,0.4345,0.4853,0.6566,0.7444,0.418,0.5118,0.4446,0.5321,0.4771,0.29,0.5457,0.4123,0.5117,0.5093,0.4175,0.4252,0.4619,0.5252,0.5498,F
0.299,0.349,0.3276,0.3441,0.1333,0.2214,0.1979,0.3568,0.2709,0.3132,0.2705,0.2139,0.1441,0.2992,0.3199,0.3497,0.4447,0.2571,0.3768,0.3146,0.5029,0.5271,0.3841,0.4947,0.4733,0.4792,0.3711,0.4625,0.4716,0.5024,0.5032,0.3836,0.5402,0.495,0.429,0.5936,0.3913,0.4023,0.4445,0.517,0.4484,0.4891,0.4395,0.404,0.4776,0.3958,0.5562,0.4953,0.4853,0.5159,0.4395,0.4492,0.5171,0.4726,0.48,0.4906,0.501,0.5256,0.5501,0.4966,0.5276,0.5324,0.4923,0.5211,0.5061,0.4153,0.452,0.6566,0.636,0.4435,0.5118,0.4332,0.514,0.5593,0.4482,0.5275,0.4614,0.459,0.4871,0.4157,0.4501,0.5555,0.4392,0.522,F
0.381,0.256,0.2585,0.371,0.4472,0.2214,0.543,0.176,0.1703,0.2298,0.5332,0.3843,0.2339,0.2992,0.2525,0.3497,0.2194,0.3449,0.5171,0.1722,0.6425,0.4449,0.8229,0.5314,0.3994,0.4641,0.4969,0.4625,0.4733,0.5751,0.5124,0.5097,0.4378,0.6437,0.3737,0.5659,0.5144,0.4559,0.4645,0.5387,0.4424,0.5722,0.5279,0.2598,0.2238,0.3649,0.5249,0.4953,0.5067,0.4907,0.6003,0.4022,0.4991,0.4974,0.4129,0.535,0.501,0.5239,0.5501,0.634,0.5302,0.6508,0.3651,0.3422,0.2784,0.4697,0.5173,0.7367,0.7159,0.4527,0.4684,0.4446,0.5321,0.4771,0.5176,0.6262,0.4614,0.3743,0.508,0.433,0.4353,0.5034,0.6001,0.5,F
0.5717,0.7634,0.2085,0.2458,0.1116,0.2138,0.4047,0.376,0.0847,0.3118,0.4649,0.1528,0.2702,0.1389,0.3293,0.2092,0.3924,0.1286,0.3042,0.3421,0.4207,0.625,0.22,0.4369,0.3645,0.3472,0.6455,0.4625,0.3949,0.3975,0.4928,0.5583,0.5402,0.4206,0.4573,0.5472,0.5673,0.4622,0.4746,0.3972,0.4197,0.4072,0.4502,0.5464,0.6451,0.335,0.5775,0.4769,0.5035,0.5278,0.5682,0.3452,0.5067,0.4974,0.3645,0.535,0.4269,0.5834,0.6036,0.4176,0.4392,0.7019,0.2348,0.2366,0.5418,0.267,0.262,0.2517,0.2503,0.4527,0.509,0.4446,0.5906,0.2896,0.4136,0.6312,0.4614,0.4924,0.5747,0.4503,0.3799,0.4827,0.5678,0.5535,F
0.5516,0.3546,0.1231,0.4425,0.1116,0.2214,0.2402,0.6337,0.1573,0.341,0.3478,0.2129,0.272,0.0968,0.2267,0.3497,0.4253,0.1194,0.3042,0.3146,0.4171,0.5271,0.2911,0.4434,0.5267,0.4591,0.3395,0.4625,0.4315,0.4008,0.56,0.4584,0.592,0.4175,0.5038,0.5314,0.4679,0.4468,0.4218,0.4286,0.3625,0.2279,0.4801,0.6839,0.7881,0.4777,0.5471,0.4738,0.4858,0.4989,0.4236,0.5079,0.4615,0.4974,0.5794,0.7067,0.4415,0.4637,0.5501,0.4253,0.5198,0.5101,0.3651,0.3655,0.5893,0.4251,0.4468,0.6474,0.6528,0.4527,0.5118,0.3789,0.4629,0.3852,0.2702,0.4848,0.4812,0.6213,0.4883,0.4487,0.4501,0.5159,0.4234,0.5397,F
0.2665,0.4165,0.2085,0.4208,0.022,0.2214,0.3584,0.2764,0.2676,0.3118,0.451,0.3018,0.1661,0.2378,0.1363,0.3497,0.2928,0,0.4512,0.2366,0.5817,0.4209,0.5612,0.5592,0.4398,0.4491,0.5535,0.4117,0.4413,0.5454,0.5102,0.4994,0.4766,0.495,0.4617,0.555,0.5276,0.4661,0.5103,0.569,0.5067,0.6011,0.453,0.3351,0.3633,0.5103,0.508,0.4953,0.5067,0.506,0.5704,0.3963,0.5501,0.3446,0.4245,0.535,0.5901,0.5895,0.5501,0.6221,0.5872,0.5351,0.3651,0.3754,0.4202,0.5487,0.5095,0.5879,0.5925,0.6009,0.5118,0.4446,0.5622,0.4896,0.4136,0.6117,0.464,0.4924,0.5695,0.4242,0.4319,0.526,0.5702,0.5024,F
0.381,0.4499,0.2085,0.2834,0.0607,0.1557,0.2838,0.376,0.2671,0.3118,0.2803,0.1854,0.3279,0.3877,0.2267,0.3497,0.4762,0.0312,0.3042,0.4048,0.3726,0.6228,0.2331,0.4914,0.483,0.4621,0.4028,0.5016,0.4219,0.3565,0.497,0.4427,0.5402,0.3727,0.4642,0.5156,0.4605,0.4316,0.4456,0.4495,0.4424,0.2953,0.4669,0.5728,0.6632,0.3504,0.5687,0.4803,0.506,0.5421,0.4211,0.4492,0.5067,0.6811,0.48,0.5665,0.501,0.5239,0.5501,0.3792,0.5198,0.524,0.3651,0.5219,0.6497,0.3498,0.385,0.6566,0.5467,0.4527,0.5118,0.4446,0.5271,0.369,0.4136,0.5163,0.4738,0.534,0.5116,0.4487,0.4386,0.5278,0.4208,0.5392,C
0.3131,0.255,0.2085,0.3499,0.1116,0.3044,0.3659,0.376,0.3271,0.3882,0.4734,0.2874,0.2339,0.2992,0.1627,0.3497,0.3458,0.0523,0.2264,0.2175,0.5072,0.4701,0.5089,0.4914,0.4919,0.5222,0.4061,0.4625,0.4884,0.4932,0.4305,0.4304,0.5386,0.5078,0.4855,0.5256,0.4555,0.481,0.5229,0.5454,0.4596,0.442,0.4852,0.3612,0.3538,0.4597,0.4412,0.5145,0.5244,0.5361,0.4662,0.4608,0.5067,0.3847,0.4672,0.487,0.5422,0.528,0.5259,0.5315,0.565,0.4895,0.3651,0.4854,0.5184,0.5666,0.6099,0.7364,0.7395,0.5098,0.5257,0.4917,0.5753,0.5583,0.4979,0.5384,0.4906,0.4924,0.5112,0.4344,0.4574,0.5292,0.4658,0.4721,F
0.4463,0.1739,0.2085,0.5345,0.1116,0.2169,0.2804,0.3271,0.0368,0.3118,0.5061,0.3378,0.1567,0.2992,0.2387,0.4169,0.3223,0.1305,0.1117,0.3596,0.4859,0.5088,0.3883,0.4914,0.536,0.4792,0.3138,0.5028,0.4548,0.4866,0.4976,0.4726,0.5402,0.4866,0.5362,0.5219,0.4855,0.4689,0.4746,0.5179,0.433,0.2764,0.5497,0.5991,0.6185,0.5355,0.4119,0.4686,0.4756,0.4877,0.4492,0.5263,0.5427,0.4974,0.6105,0.7,0.501,0.4785,0.5501,0.4981,0.4916,0.5351,0.432,0.428,0.4788,0.4697,0.625,0.8131,0.8255,0.4577,0.4856,0.4446,0.5248,0.3871,0.454,0.482,0.4614,0.6088,0.499,0.4944,0.4501,0.4552,0.449,0.5213,F
0.157,0.146,0.258,0.3839,0.1116,0.2214,0.5219,0.3747,0.3023,0.2184,0.48,0.2727,0.1608,0.3099,0.168,0.3497,0.4086,0.1147,0.6116,0.3146,0.5447,0.4135,0.7374,0.5278,0.5154,0.5492,0.3654,0.4227,0.4815,0.5386,0.4207,0.4112,0.5033,0.5453,0.4314,0.5661,0.4237,0.54,0.504,0.5179,0.5016,0.5692,0.4669,0.2552,0.2356,0.3768,0.6343,0.5587,0.538,0.5151,0.5171,0.4855,0.5896,0.4974,0.5057,0.4906,0.5709,0.5172,0.5501,0.5995,0.5985,0.5351,0.2346,0.5062,0.3681,0.5713,0.5958,0.8503,0.846,0.548,0.5284,0.5395,0.5461,0.4771,0.3304,0.575,0.4438,0.4924,0.5153,0.4677,0.4768,0.4923,0.5169,0.4829,C
0.381,0.0538,0.5464,0.4545,0.0411,0.29,0.4879,0.2846,0.0835,0.6517,0.228,0.3014,0.2339,0.4795,0.0464,0.1289,0.3548,0.1268,0.3042,0.2742,0.5897,0.4265,0.785,0.57,0.483,0.5389,0.3357,0.4328,0.4812,0.5934,0.4928,0.3988,0.5402,0.5908,0.4627,0.412,0.4285,0.5497,0.5492,0.6531,0.5348,0.6335,0.472,0.271,0.2683,0.4488,0.4672,0.5366,0.5175,0.4937,0.5069,0.4492,0.6544,0.4974,0.48,0.535,0.6373,0.5423,0.5501,0.5869,0.5198,0.4289,0.5919,0.7521,0.4386,0.6704,0.5635,0.6566,0.9272,0.545,0.5118,0.6284,0.5426,0.53,0.4136,0.5633,0.4775,0.4784,0.5242,0.4487,0.4853,0.5827,0.5068,0.4567,F
0.6726,0.5251,0.0818,0.4409,0.1116,0.1312,0.3906,0.5448,0.2238,0.3118,0.5393,0.0721,0.068,0.2992,0.2665,0.2468,0.3828,0.1213,0.1294,0.3069,0.4954,0.6002,0.2753,0.4914,0.483,0.409,0.3962,0.5086,0.4299,0.3446,0.5545,0.4868,0.6169,0.495,0.5181,0.4813,0.4938,0.4661,0.4466,0.4531,0.3404,0.2036,0.4669,0.6105,0.7024,0.4479,0.6394,0.4676,0.5067,0.5031,0.4714,0.4492,0.412,0.7853,0.529,0.535,0.501,0.498,0.5257,0.4966,0.4383,0.5658,0.3414,0.3871,0.5481,0.3654,0.386,0.4819,0.4826,0.3681,0.5091,0.4331,0.5321,0.2811,0.1621,0.5579,0.4912,0.5717,0.4753,0.4487,0.4213,0.5152,0.4711,0.5143,F
0.4624,0.3127,0.2149,0.4894,0.1858,0.2044,0.3584,0.4012,0.3506,0.3118,0.3063,0.1339,0.373,0.4204,0.2267,0.1999,0.3125,0.1638,0.3042,0.2453,0.4954,0.5271,0.4259,0.4914,0.483,0.5657,0.2948,0.5518,0.5367,0.5148,0.4928,0.37,0.6407,0.5779,0.5025,0.6172,0.3594,0.4661,0.5444,0.5391,0.3624,0.3467,0.4064,0.4127,0.4813,0.5087,0.6227,0.5416,0.5616,0.5811,0.4026,0.5089,0.5557,0.4974,0.48,0.6427,0.501,0.5239,0.4657,0.5618,0.5474,0.5109,0.3457,0.5148,0.5432,0.4916,0.4802,0.676,0.6824,0.5224,0.5352,0.4791,0.5552,0.5988,0.4136,0.4497,0.4881,0.4924,0.3778,0.4487,0.5141,0.6163,0.4024,0.4184,F
0.2861,0.3015,0.4388,0.3198,0.1116,0.2214,0.2341,0.256,0.1652,0.4458,0.3389,0.2982,0.2339,0.2992,0.2449,0.3497,0.468,0.1673,0.3042,0.1809,0.4775,0.5271,0.4429,0.4574,0.4174,0.4505,0.4317,0.3707,0.4218,0.5356,0.5649,0.4259,0.4544,0.4783,0.3792,0.5185,0.4468,0.3656,0.4746,0.4967,0.5547,0.581,0.5328,0.3983,0.4162,0.4485,0.4911,0.4953,0.4039,0.4226,0.5099,0.3813,0.5067,0.3889,0.3801,0.4107,0.501,0.5997,0.6193,0.5002,0.5198,0.5351,0.3651,0.5542,0.456,0.4588,0.4995,0.6742,0.686,0.4524,0.455,0.4689,0.5087,0.5101,0.5465,0.6055,0.4614,0.3993,0.5722,0.3689,0.4328,0.4857,0.5095,0.5714,C
0.381,0.2404,0.2477,0.2257,0.1116,0.1571,0.4956,0.2698,0.5597,0.4315,0.3594,0.2806,0.2647,0.4592,0.1383,0.3497,0.3363,0,0.3776,0.2828,0.4954,0.4512,0.5859,0.6026,0.5322,0.5664,0.3993,0.4625,0.5072,0.5134,0.3573,0.4011,0.5678,0.495,0.4977,0.5015,0.4259,0.5608,0.5687,0.5179,0.4424,0.4714,0.4205,0.2735,0.274,0.4488,0.4929,0.6022,0.5891,0.5686,0.4641,0.4492,0.6022,0.3191,0.4567,0.535,0.6214,0.5239,0.5312,0.605,0.612,0.5351,0.3651,0.5495,0.5141,0.4697,0.5567,0.7627,0.7574,0.5916,0.593,0.4803,0.5321,0.4771,0.4492,0.5163,0.5016,0.4812,0.4868,0.4487,0.4758,0.6238,0.4639,0.4289,F
0.3333,0.1033,0.2085,0.5822,0,0.2214,0.3584,0.376,0.1604,0.371,0.2542,0.2352,0.128,0.1974,0.2229,0.3497,0.5266,0.3045,0.3042,0.2229,0.4954,0.5271,0.5951,0.4914,0.4977,0.4792,0.2377,0.333,0.4172,0.494,0.5347,0.3705,0.5139,0.4476,0.4642,0.4682,0.384,0.4661,0.3763,0.5441,0.5191,0.4838,0.5423,0.4418,0.4761,0.4665,0.6523,0.4953,0.3776,0.3911,0.4616,0.4328,0.5067,0.4974,0.5105,0.5576,0.4443,0.5239,0.5501,0.4966,0.4925,0.4922,0.3651,0.6359,0.3614,0.4838,0.5011,0.8539,0.8656,0.4527,0.5118,0.4446,0.4139,0.4771,0.379,0.5925,0.3676,0.4924,0.5039,0.4487,0.4501,0.5037,0.4613,0.5795,C
0.4605,0.3605,0.2085,0.3386,0.1116,0.1473,0.4461,0.318,0.0932,0.3118,0.495,0.3157,0.1985,0.2992,0.1037,0.4322,0.072,0.2833,0.3042,0.4006,0.5423,0.5271,0.5422,0.5501,0.4919,0.4701,0.47,0.4697,0.4652,0.4914,0.4928,0.477,0.5417,0.495,0.5263,0.5033,0.5099,0.5665,0.4746,0.5722,0.4424,0.4146,0.4523,0.4178,0.4675,0.5281,0.4165,0.4953,0.5634,0.5637,0.5109,0.4492,0.5249,0.4974,0.4968,0.535,0.4915,0.5105,0.5453,0.5292,0.5198,0.5351,0.3656,0.3647,0.4424,0.5021,0.5043,0.6566,0.6381,0.4588,0.5118,0.4537,0.5806,0.3652,0.4136,0.5385,0.525,0.4924,0.5079,0.4487,0.4697,0.5497,0.5107,0.485,C
0.2361,0.2152,0.2085,0.2717,0.2894,0.422,0.3584,0.2485,0.2673,0.3118,0.4383,0.3739,0.2339,0.1864,0.2267,0.5614,0.382,0.0609,0.3042,0.3146,0.3612,0.5271,0.4961,0.4914,0.483,0.4135,0.4267,0.3574,0.381,0.3628,0.5705,0.5377,0.4352,0.3616,0.3624,0.4706,0.5566,0.3458,0.3589,0.3634,0.4424,0.4019,0.6279,0.5131,0.4609,0.2437,0.5026,0.3935,0.4239,0.4519,0.5362,0.3758,0.4092,0.4217,0.3784,0.535,0.501,0.6181,0.625,0.3682,0.4134,0.5977,0.2848,0.344,0.4638,0.4555,0.5784,0.7744,0.7665,0.3636,0.3682,0.4446,0.5321,0.6226,0.4136,0.6275,0.3734,0.4024,0.6182,0.3156,0.3444,0.3783,0.5358,0.6072,F
0.5005,0.2224,0.2085,0.5014,0.1253,0.2869,0.2511,0.376,0.1091,0.2943,0.3602,0.3362,0.2339,0.2992,0.1616,0.3497,0.323,0.1656,0.4965,0.1745,0.4615,0.5271,0.5858,0.4563,0.4685,0.4792,0.3721,0.4625,0.4112,0.4685,0.5433,0.4537,0.5402,0.4626,0.4197,0.4664,0.4806,0.4661,0.4746,0.5066,0.4424,0.416,0.5548,0.4971,0.5248,0.3958,0.5419,0.4162,0.5067,0.4395,0.4975,0.4492,0.5067,0.5207,0.5145,0.5781,0.4374,0.5388,0.6091,0.47,0.4995,0.5141,0.4636,0.4934,0.4748,0.4534,0.5035,0.7562,0.7608,0.4259,0.5118,0.4446,0.4669,0.4022,0.3208,0.5664,0.4091,0.4924,0.5205,0.4487,0.4501,0.4877,0.4972,0.5623,F
0.381,0.6743,0.2085,0.3547,0.1116,0.2203,0.4449,0.376,0.1396,0.2018,0.4723,0.1259,0.2339,0.1718,0.3103,0.2155,0.1617,0.212,0.1412,0.3146,0.4954,0.6084,0.2946,0.4914,0.483,0.3623,0.6111,0.4482,0.381,0.3939,0.4928,0.5605,0.5402,0.4339,0.3787,0.5517,0.5657,0.416,0.4572,0.5179,0.4424,0.4599,0.4841,0.4652,0.529,0.4488,0.6493,0.4322,0.4521,0.4746,0.6063,0.317,0.351,0.545,0.48,0.535,0.501,0.6094,0.6405,0.4193,0.5198,0.5351,0.2562,0.3466,0.4561,0.319,0.2802,0.3344,0.3342,0.3626,0.4579,0.3744,0.4919,0.3504,0.4136,0.663,0.4614,0.3827,0.5496,0.4487,0.3457,0.4622,0.6059,0.5461,C
0.3298,0.3272,0,0.3687,0.1116,0.2214,0.3584,0.5509,0.381,0,0.0179,0.0573,0.2339,0.5208,0.4234,0.3497,0.0981,0.5785,0.5139,0.3207,0.4954,0.6261,0.7627,0.5477,0.5506,0.5374,0.1857,0.5385,0.6176,0.3894,0.4928,0.3096,0.5402,0.5749,0.4716,0.645,0.2913,0.4661,0.4746,0.4771,0.4424,0.2687,0.2791,0.3819,0.5505,0.4488,0.7402,0.6121,0.708,0.7788,0.3102,0.4492,0.5067,0.5308,0.5257,0.6318,0.5906,0.3877,0.4281,0.4388,0.5198,0.6056,0.2273,0.4334,0.6487,0.4697,0.3265,0.6395,0.6121,0.3791,0.5292,0.3194,0.5321,0.9659,0.3691,0.3778,0.4768,0.5373,0.2396,0.4487,0.5232,0.8029,0.3102,0.3592,F
0.3902,0.1668,0.3095,0.4512,0.1116,0.2214,0.3165,0.5137,0.1813,0.3594,0.2569,0.2805,0.2339,0.3824,0.2447,0.3497,0.4401,0,0.393,0.2879,0.4341,0.5271,0.4613,0.4271,0.483,0.4616,0.2735,0.424,0.4143,0.4268,0.5016,0.4495,0.5402,0.435,0.4557,0.4864,0.4615,0.3856,0.3987,0.4611,0.4515,0.3388,0.5369,0.5918,0.6385,0.4879,0.5816,0.4204,0.4346,0.4502,0.4414,0.4796,0.5051,0.4974,0.48,0.535,0.4381,0.5074,0.5557,0.4495,0.4865,0.4842,0.3651,0.6354,0.5543,0.4767,0.498,0.6566,0.8175,0.4433,0.5118,0.4397,0.4756,0.4771,0.3972,0.5132,0.4534,0.5668,0.5053,0.4487,0.4545,0.4961,0.4414,0.5604,C
0.5032,0.524,0.0661,0.5343,0.0382,0.0734,0.2675,0.5523,0.3874,0.3118,0.2442,0.0699,0.0824,0.1906,0.5167,0.2632,0.3292,1,0.1176,0.3146,0.5848,0.5271,0.1794,0.4832,0.4774,0.4791,0.3769,0.509,0.4862,0.4448,0.6053,0.4276,0.5886,0.5859,0.374,0.6299,0.395,0.3607,0.4155,0.5367,0.4424,0.4416,0.4669,0.3581,0.5085,0.4033,0.6141,0.4039,0.5067,0.4775,0.4844,0.4114,0.4545,0.5715,0.5012,0.535,0.4652,0.5239,0.4966,0.5379,0.3775,0.5351,0.2634,0.2632,0.3804,0.4697,0.2475,0.4552,0.4489,0.3005,0.5118,0.3395,0.5652,0.4715,0.4136,0.5338,0.359,0.4924,0.398,0.4749,0.4501,0.5596,0.484,0.543,C
0.4819,0.4438,0.1056,0.2886,0.0522,0.1171,0.3584,0.5256,0.3445,0.3118,0.4463,0.1674,0.2339,0.3044,0.383,0.1964,0.3889,0.1609,0.3754,0.3749,0.5518,0.5008,0.3222,0.5375,0.5346,0.5307,0.384,0.5323,0.5042,0.5117,0.4928,0.3931,0.5914,0.5522,0.5052,0.6796,0.3874,0.4661,0.4884,0.5453,0.3547,0.3495,0.3938,0.4495,0.5454,0.4488,0.6196,0.5307,0.5067,0.5486,0.4218,0.4492,0.5067,0.6338,0.5267,0.535,0.501,0.4209,0.4941,0.5844,0.5534,0.5184,0.2792,0.4391,0.5382,0.4697,0.429,0.5628,0.5639,0.4527,0.5118,0.4588,0.6403,0.4144,0.4136,0.4691,0.4859,0.5719,0.4194,0.4487,0.5239,0.5692,0.4215,0.4797,C
